0,1,2,3,4,5,6,7,8,9
"[87.44105111836429, 0.688285025919772, 0.42857142857142855, 13.933463846801011, 320, 119.18676266798721, 147.682975305829, 170.6259238017108, 0.0, 4368.39744951427, 0.06681141, 0.07273458, 0.08614275, 0.033278994, 0.00029967053]","[527.5254139262762, 1.7038056498055363, 0.5, 38.10583847333916, 992, 37.694986008982056, 0.0, 115.20235351026894, 0.0, 2846.2626123495625, 0.049330704, 0.04277707, 0.11733166, 0.0032691313, 0.0012846763]","[479.99901267976884, 2.215812744829313, 0.5, -41.85025488440468, 783, 71.59091302065266, 0.0, 160.1218501126406, 0.0, 5498.116343840652, 0.032238618, 0.040659998, 0.06275951, 0.0009940354, 0.0005621602]","[0.0, 0.0, 0.42857142857142855, nan, 352, 0.0, 0.0, 0.0, 0.0, 0.0, 0.049704067, 0.052351914, 0.066750914, 0.02173145, 0.00019943934]","[1164.2965848386273, 8.954137898306373, 0.4761904761904763, -51.88019100977392, 1040, 88.41225144001552, 102.6336290690488, 154.66751207845843, 0.0, 3522.3966866589794, 0.06763589, 0.03184019, 0.16905843, 0.0072204242, 0.0031543178]",,,,,
"[25.877447088259423, 0.09785403074799884, 0.4, 4.730600081871991, 240, 75.36850979031823, 119.96385528636307, 133.87038650376502, 0.0, 3803.017844778461, 0.03779409, 0.042450916, 0.046420034, 0.014643181, 9.821893e-05]","[171.97634473778163, 1.0727737156546169, 0.5, 37.98974153788828, 368, 152.43879265141328, 0.0, 485.3986817520484, 0.0, 46543.61071385324, 0.07415356, 0.09666908, 0.11989618, 0.006422544, 0.0020609954]","[56.26859944221069, 0.4883793318367512, 0.5, 5.815692208583858, 399, 42.83138641656629, 0.0, 141.01384901128017, 0.0, 4041.1366152691135, 0.055939034, 0.06532811, 0.091523096, 0.007900358, 0.0011089472]","[14.438713016310995, 0.06264342527845274, 0.5, -1.7286130312869474, 160, 127.43719105422643, 145.9866916572425, 170.6259238017108, 0.0, 2852.791238869925, 0.04048254, 0.04287509, 0.04358102, 0.026929572, 2.6449208e-05]","[1.7601153794010602, 0.006579431873436377, 0.5, -0.3691414093324106, 96, 92.4314957374599, 122.41024787602156, 124.9054871977965, 0.0, 2849.460583551185, 0.037380684, 0.037380684, 0.037380684, 0.037380684, 0.0]","[641.9078436205319, 2.7096383216094244, 0.5, 25.45383946761349, 799, 93.5640884563406, 105.64278630593941, 152.89100418265707, 0.0, 2769.0002820856635, 0.061672788, 0.05994592, 0.11567272, 0.011304273, 0.0013662047]","[140.80729322162347, 1.0831941678320751, 0.5, -24.32964956556873, 687, 34.31389788386407, 0.0, 125.62905732418486, 0.0, 2830.328527450488, 0.034392312, 0.0102967825, 0.088757984, 0.0022432138, 0.0011850043]","[489.0353631342528, 4.692357693344348, 0.4666666666666667, 31.10220457524015, 752, 74.35458930008299, 101.7520369107813, 127.08879665595003, 0.0, 2434.8509030182804, 0.062158957, 0.06356635, 0.1177479, 0.0056868163, 0.0012150934]","[439.9790811641266, 3.0115456066679327, 0.5, 31.150999310298836, 672, 88.94464768524568, 112.57112811964524, 179.73069985652094, 0.0, 3714.3151425753367, 0.037887957, 0.0346971, 0.08453038, 0.0033086597, 0.00084082683]",
"[704.3237444536536, 1.2118182745818067, 0.5, -34.033670772756324, 687, 159.06448517903186, 183.93170582347207, 270.8517709358815, 0.0, 6303.859701521782, 0.030273506, 0.02535484, 0.054592285, 0.006941663, 0.00020190954]","[678.5838306263324, 2.676789865656291, 0.5, -43.278807848533745, 592, 195.8884150569147, 205.2672581380976, 227.75828324510303, 0.0, 1792.9735312263817, 0.02598999, 0.026467882, 0.047797706, 0.0034647118, 0.00024056781]","[223.09806276757945, 0.9107730272395602, 0.4444444444444444, -34.57223682931455, 432, 140.91565414504728, 186.06888929891866, 218.7328932398604, 0.0, 8437.69255219523, 0.051152416, 0.058526427, 0.08395985, 0.007035466, 0.0007393525]","[2011.242255169648, 12.628524916384759, 0.47826086956521735, 69.82130652580707, 1168, 155.4047499460218, 187.14677540918822, 222.5562768664229, 0.0, 5981.970507235506, 0.034556188, 0.031703517, 0.083654635, 0.001990296, 0.0007147329]",,,,,,
"[10.60969500131241, 0.026768004019822465, 0.5, -2.6226022969871927, 192, 60.85159322765106, 60.32537388320442, 122.75968568932456, 0.0, 3703.225262159367, 0.02530543, 0.028821327, 0.029600643, 0.011837379, 3.2686465e-05]","[26.54998817199812, 0.11585664698971784, 0.4, -3.2766268595909693, 224, 109.01696657832241, 122.05264192746294, 129.31026969119696, 0.0, 1517.779477861545, 0.039935693, 0.041734055, 0.045387074, 0.028460871, 2.4534493e-05]","[211.4795227940721, 1.104838316312647, 0.5, 21.946643515589734, 607, 60.09078986042419, 0.0, 141.01384901128017, 0.0, 4286.035556565478, 0.034135476, 0.039668895, 0.060056508, 0.004894521, 0.00035718456]","[26.908120687162956, 0.10475301254236408, 0.4, -3.213023158771449, 224, 110.85011114943589, 122.75968568932456, 135.4258854679408, 0.0, 1591.4684912737443, 0.03511043, 0.036630668, 0.041201632, 0.022007229, 3.235331e-05]","[49.453404462652, 0.2704926947103933, 0.5, 5.345989775985473, 272, 112.41148441016743, 126.35681904967385, 129.31026969119696, 0.0, 1302.7444101287567, 0.048060652, 0.05181568, 0.057656273, 0.02586703, 9.823654e-05]","[152.5307278585795, 0.8750158913681729, 0.5, 14.016272349815594, 368, 144.9775232310053, 155.56349186104043, 167.6946725581338, 0.0, 1634.6196394567232, 0.049572874, 0.051104814, 0.06349084, 0.024712292, 0.00012487122]","[299.75798123968025, 0.8390906610618819, 0.4545454545454546, 20.208612296318222, 560, 111.02372536232518, 128.1952559535497, 141.8307339283537, 0.0, 2002.152632951871, 0.034994777, 0.038112085, 0.049093712, 0.009015562, 0.000108209155]","[114.48777222855936, 0.37998399953332695, 0.5, 10.382249499788514, 368, 109.63371596777112, 117.89508087899223, 118.57804013471404, 0.0, 859.9708059054226, 0.032205936, 0.033935916, 0.036170274, 0.023027409, 1.39981885e-05]","[1324.7052035102115, 5.040559743321893, 0.5, -32.87568105384291, 1088, 106.5306989788102, 111.27813843321147, 130.8127826502993, 0.0, 691.9604546076752, 0.028182872, 0.027690254, 0.04444811, 0.006001588, 0.00011305469]","[791.6001591572701, 2.723868154357217, 0.5, 37.12342068575733, 1088, 64.58536524718683, 84.33305895682803, 136.99945845947047, 0.0, 2444.0308943636574, 0.022634005, 0.021289982, 0.042716373, 0.0060954983, 0.0001220792]"
"[163.260490315484, 0.8375920718778628, 0.5, 14.90071233138491, 368, 152.86277782349637, 191.5211239251473, 214.97519305553408, 0.0, 6105.200639419638, 0.04046321, 0.046022877, 0.05940467, 0.007396183, 0.00031856107]","[0.0, 0.0, 0.5, nan, 96, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012005438, 0.0012005438, 0.0012005438, 0.0012005438, 0.0]","[374.0700661384861, 2.2738593116134704, 0.5, -32.15055162723111, 463, 185.3558884078411, 201.74088950502764, 237.15608026942812, 0.0, 4477.59907649164, 0.05173153, 0.055372175, 0.07951635, 0.010449436, 0.00044689002]","[13.199625854358068, 0.0738477273288122, 0.3333333333333333, -2.230148139303438, 144, 187.94213915480194, 223.86046954824798, 235.7901617579845, 0.0, 7112.292464995945, 0.054439228, 0.055859946, 0.056322504, 0.04949477, 6.2582626e-06]","[358.337516393162, 1.9684953544200283, 0.5, 27.89168907339517, 464, 185.7843813905851, 200.5789474828077, 205.2672581380976, 0.0, 2022.7241142310347, 0.041303173, 0.044480704, 0.06171699, 0.0059262393, 0.00028122598]","[158.34495025932128, 0.7595904426310993, 0.5, 24.070633114634376, 368, 143.0837851540998, 192.63059450929475, 199.42369775418427, 0.0, 7456.295297391203, 0.047862116, 0.05194791, 0.06396894, 0.012266277, 0.00020767948]","[72.95802761474351, 0.3123155970349053, 0.5, -7.6791195230596685, 256, 166.69587977411246, 184.9972113558172, 194.86885420251932, 0.0, 2869.2817553900295, 0.035725605, 0.037720762, 0.044954266, 0.01927798, 5.5832617e-05]","[336.3511837189569, 1.5710741947014353, 0.5, -27.183229570548363, 464, 168.32671456639392, 180.77186920887382, 208.8552666091142, 0.0, 3473.5978648434484, 0.041938838, 0.04448602, 0.053548988, 0.016895171, 0.00010685478]","[39.92437273656762, 0.19382344874219826, 0.4, -4.752941930419311, 208, 164.46398833165003, 182.87233715141332, 201.74088950502764, 0.0, 3519.327818193139, 0.044654574, 0.04574588, 0.05021072, 0.03415197, 2.4457699e-05]","[1558.3692407053713, 5.758636212750986, 0.47368421052631576, -75.17212130665612, 960, 138.99501062470236, 188.77611092196253, 242.6993408760242, 0.0, 9251.860240602467, 0.024773411, 0.028428186, 0.044061072, 0.0012115622, 0.00024239643]"
"[19.287619538462714, 0.059281189330805215, 0.4, -4.629707543620917, 240, 56.02275971744975, 0.0, 144.30989148811935, 0.0, 4714.2444812041595, 0.028462501, 0.029296188, 0.033378456, 0.019182978, 1.6130645e-05]","[111.09160187883063, 1.0894250866385584, 0.4444444444444444, 24.33923121281525, 448, 75.4203127903948, 0.0, 199.42369775418427, 0.0, 7295.809902101532, 0.05694682, 0.0593772, 0.103697404, 0.003758904, 0.0015456382]","[1242.8002530894837, 19.751219339623585, 0.47058823529411764, -60.4249791277031, 864, 147.80664818863448, 179.73069985652094, 214.97519305553408, 0.0, 5779.114724289488, 0.14390774, 0.09432247, 0.32286823, 0.0075807706, 0.010211557]","[294.03809735572105, 5.840147598679059, 0.5, 24.2238902102185, 464, 147.9857760901997, 162.92073075152206, 174.61411571650194, 0.0, 2599.5524834520284, 0.18568413, 0.18665898, 0.22826649, 0.13878253, 0.0006475695]","[47.416279186564466, 0.2696380448490826, 0.5, -9.005495942103394, 288, 79.7615856524989, 72.15494574405967, 163.86452094349724, 0.0, 6387.865942849258, 0.052244876, 0.059555635, 0.06651311, 0.014599859, 0.0002798608]","[21.744915337061176, 0.13547057053118813, 0.5, -3.8128404912720697, 192, 126.95924429648007, 148.9687314497531, 161.98237639105778, 0.0, 2517.3170030303136, 0.060590625, 0.065275684, 0.06614368, 0.034195136, 8.24702e-05]","[4.783531304713247, 0.027161407187827336, 0.3333333333333333, -0.9024705213758111, 112, 121.43827879655495, 152.01041679645533, 152.89100418265707, 0.0, 3688.4518468050533, 0.05676392, 0.05678108, 0.05678108, 0.056626666, 2.3549098e-09]","[520.0098718123339, 3.4967286515678846, 0.4615384615384615, -29.210416745055227, 656, 129.00118487410626, 131.19167802070686, 159.19961611844158, 0.0, 793.4753221459282, 0.05927313, 0.055292487, 0.08526469, 0.029552856, 0.00021284483]","[0.0, 0.0, 0.4, nan, 224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012021443, 0.014768986, 0.0154252285, 0.0038908848, 1.8902543e-05]",
"[60.317547492319264, 0.15944077018250832, 0.42857142857142855, -14.208448757867615, 320, 80.97464247393833, 0.0, 269.2917795270241, 0.0, 14757.3238361584, 0.04933389, 0.06587414, 0.08501215, 0.0033743582, 0.0012384654]","[72.12334825038931, 0.8479412441767501, 0.4, -8.926854422666992, 208, 296.33143821373267, 331.5370699244067, 351.2512899969259, 0.0, 11206.071411837676, 0.10107782, 0.11644464, 0.117808454, 0.0315224, 0.0006843034]","[21.307457260483137, 0.22082420567959377, 0.3333333333333333, -2.623200651754914, 128, 303.43126627980854, 362.6272330218439, 389.7377084050387, 0.0, 18700.777271765608, 0.102788456, 0.1037644, 0.10376441, 0.09880959, 2.8077627e-06]","[32.06507289002235, 0.3887239832082258, 0.5, -4.9282179007672795, 160, 282.6344869485319, 339.28638158974695, 355.3326333920185, 0.0, 13878.526160893443, 0.11769978, 0.11956103, 0.12421235, 0.10001903, 5.264219e-05]","[258.44899020984053, 4.588554028394524, 0.5, -22.997818685779023, 400, 206.92833694960117, 220.01468067203, 237.15608026942812, 0.0, 3012.3363546320747, 0.15491866, 0.16349936, 0.20112914, 0.07882346, 0.0013326036]","[186.71243474827756, 1.6332197192643065, 0.4545454545454546, -38.87050301231389, 544, 82.57398955701257, 125.27145178917414, 205.2672581380976, 0.0, 6151.8759892788485, 0.051166955, 0.03641901, 0.1212558, 0.0031601381, 0.0020020646]","[1790.4477648657798, 24.15933308173514, 0.47368421052631576, -77.45855788477328, 944, 175.58324815392854, 171.61434972294217, 286.9574553484241, 0.0, 5750.834497239205, 0.08977672, 0.10555884, 0.16402723, 0.0030024112, 0.0024255163]","[930.4072184890232, 9.18669791774541, 0.5, -48.33016996470964, 816, 131.57655462974768, 159.6607331155411, 181.81906999392658, 0.0, 4013.4351653203594, 0.057828154, 0.05931759, 0.11151442, 0.0038363629, 0.0013811705]","[3513.8017062128442, 42.49305321830668, 0.5, -94.52596909570647, 1184, 222.4663174207547, 204.08500572708806, 333.4576446322876, 0.0, 5936.0762651682335, 0.101810955, 0.10700208, 0.16190866, 0.019183857, 0.0012091172]","[707.8933754471917, 5.451054790935483, 0.4666666666666667, -35.50006382534801, 767, 132.5920022137213, 131.19605521600957, 202.9095625889066, 0.0, 1972.6096195020764, 0.048649557, 0.051409826, 0.0891851, 0.004250724, 0.0008038829]"
"[407.3683639764374, 1.8820971639218866, 0.4545454545454546, 44.399619339410464, 512, 174.43225578635315, 238.52991146631203, 280.40333801023763, 0.0, 12394.312341168059, 0.029438552, 0.035068877, 0.053671036, 0.0026451545, 0.00033724002]","[2008.3941917953316, 9.49972664233874, 0.5, 99.71838212472898, 1216, 95.55152100546216, 0.0, 254.17759331190004, 0.0, 10869.888489257479, 0.03797238, 0.041940294, 0.077469565, 0.0014497652, 0.0006571415]","[561.4576223617084, 4.972577961355202, 0.4615384615384615, 70.76073845832912, 624, 122.60546437425371, 212.505992363466, 237.15608026942812, 0.0, 11839.80173693485, 0.058582906, 0.063109264, 0.10635703, 0.0019864363, 0.0011544076]","[419.23427827262606, 1.420255591912465, 0.4545454545454546, -56.384794291923, 544, 128.95836877825803, 208.26075606397154, 246.94165062806206, 0.0, 11614.858525738608, 0.023142608, 0.022480544, 0.03937171, 0.0025496692, 0.00015577073]","[23.79253371772313, 0.03281534936945574, 0.4, 3.0909716261155182, 224, 97.52059751832161, 0.0, 226.44649206156825, 0.0, 11898.720742164136, 0.011120597, 0.01360869, 0.013944368, 0.0033833114, 1.6239419e-05]","[1249.326796629921, 15.97493112755129, 0.5, -69.74880788329233, 816, 166.02204860809024, 208.8552666091142, 252.7136380993477, 0.0, 7853.130913374104, 0.081924975, 0.07543534, 0.16658331, 0.0015505044, 0.00287728]","[2376.425072724178, 10.952467732645577, 0.48, -55.74776009892122, 1232, 125.8544361684493, 199.42369775418427, 252.7136380993477, 0.0, 12052.5950188314, 0.043700222, 0.03734396, 0.09722545, 0.003420858, 0.0006813323]","[850.6489328601524, 3.97158573174534, 0.4666666666666667, -55.565644935766855, 751, 135.24243857763142, 228.4179784013802, 254.17759331190004, 0.0, 14044.651223562929, 0.038943294, 0.042792205, 0.057263628, 0.0020154424, 0.00023779372]",,
"[261.8414879518847, 4.961024891101327, 0.4444444444444444, 23.964432372694176, 432, 173.93262788925628, 177.66631669600923, 246.94165062806206, 0.0, 4692.653686436701, 0.19432758, 0.19864252, 0.23586756, 0.12592323, 0.00083418295]","[148.2485536188452, 2.3207675150640235, 0.42857142857142855, -13.42379500827947, 320, 211.163981884692, 233.08188075904494, 248.37216905734886, 0.0, 4029.9540224358966, 0.12267521, 0.13662495, 0.16421078, 0.053842783, 0.0012969282]","[172.53139273334867, 3.2801942461651588, 0.5, -53.36741515389442, 687, 65.63931949904662, 0.0, 208.8552666091142, 0.0, 8711.132351310003, 0.08721531, 0.04037514, 0.22528043, 0.002401685, 0.007192198]","[934.8303189448407, 21.121865081430265, 0.5, -58.49392704766072, 703, 172.17387521736774, 208.26075606397154, 226.44649206156825, 0.0, 5430.805868768817, 0.17117843, 0.16708118, 0.26375496, 0.029867686, 0.003704517]","[2941.539214925888, 30.850304369705064, 0.5, -51.96159005697727, 1312, 145.97129107975803, 177.6692806041573, 235.7901617579845, 0.0, 6664.385521430391, 0.095036976, 0.0990754, 0.14581883, 0.01042136, 0.0009691113]","[221.9555116790383, 2.107141799160133, 0.4444444444444444, -32.653259899812525, 447, 118.82478225763228, 174.11126406550153, 186.06888929891866, 0.0, 7073.335879918029, 0.09119659, 0.106861085, 0.12255143, 0.0018612994, 0.0013262375]","[284.8602104529005, 2.451126381398093, 0.4444444444444444, 24.60320320262096, 416, 193.0698972338003, 204.08500572708806, 239.91170118635668, 0.0, 2798.267897481139, 0.095885016, 0.092922375, 0.118205465, 0.06351675, 0.00028764832]","[1161.9440688484412, 16.597918042796245, 0.47058823529411764, 54.610347190622235, 832, 167.1099908260678, 169.64319079487348, 223.84553226259095, 0.0, 2015.4117513050921, 0.10065714, 0.10333651, 0.18477927, 0.0039954274, 0.0029104506]","[425.3379569805183, 3.7218791009308063, 0.4545454545454546, 32.818956326742196, 528, 164.43664389755236, 164.81377845643493, 225.14225623929048, 0.0, 3463.6975920583036, 0.08621514, 0.08892493, 0.110795766, 0.020559013, 0.00035132354]",
"[2151.896143017029, 1.3405824437535303, 0.47826086956521735, 35.11757183723407, 1168, 144.63186818735005, 167.2117474371388, 187.14677540918822, 0.0, 3860.274648326758, 0.013722436, 0.008358695, 0.032460686, 0.0017545664, 9.962573e-05]","[798.2219115440004, 1.1637929768468263, 0.4666666666666667, -81.12672965554849, 736, 123.62296650948616, 174.61411571650194, 213.73702705379327, 0.0, 8203.115631727494, 0.0094115455, 0.008560792, 0.018989854, 0.00024889802, 3.641047e-05]","[180.4730373684477, 0.46449717455044437, 0.5, -34.89626377476197, 480, 103.1950811683579, 174.61411571650194, 235.7901617579845, 0.0, 9795.002579542503, 0.014891567, 0.016941443, 0.027784005, 0.0004560528, 0.000107733904]","[1052.7068525316838, 1.942785093212607, 0.4666666666666667, 106.7301570278627, 720, 162.80679846052763, 244.10528385492586, 260.1187129259726, 0.0, 13989.768266609066, 0.023392623, 0.02412094, 0.037652593, 0.006310416, 7.749962e-05]","[896.5730157302582, 1.9435836876054844, 0.4666666666666667, -39.61633457352731, 752, 165.32198394601454, 181.81906999392658, 248.37216905734886, 0.0, 4553.69048915669, 0.0141088925, 0.012902566, 0.025717985, 0.004821866, 4.855719e-05]","[62.88829462393328, 0.08030898732805217, 0.5, 6.17675554714954, 256, 146.92449977084513, 159.19961611844158, 248.37216905734886, 0.0, 9550.205680237133, 0.010915003, 0.011699711, 0.013158295, 0.005775008, 5.0620297e-06]","[10.320704992434528, 0.006064677351990044, 0.3333333333333333, 2.0962396287881973, 128, 145.84248107222024, 216.25299618173298, 221.27444703492773, 0.0, 10643.897149967002, 0.005844371, 0.005878763, 0.005878763, 0.005685485, 3.351431e-09]","[267.91709928801095, 0.362148176049205, 0.4545454545454546, -36.059832315424714, 512, 95.22383205064752, 127.82501456536237, 183.93170582347207, 0.0, 4822.98809004469, 0.009816854, 0.009838432, 0.017206779, 0.00050139375, 3.3760993e-05]","[109.89624667056279, 0.022559571984251837, 0.5, -22.617159581205115, 496, 58.37952799992653, 56.93957081127576, 119.95585059317834, 0.0, 3410.0365372557826, 0.0014386006, 0.0014000087, 0.0025294747, 0.0005110097, 5.2602786e-07]",
"[33.218333363169464, 0.015414129776903502, 0.42857142857142855, 8.791401262625833, 320, 45.05657126122409, 0.0, 195.99771799087463, 0.0, 6767.047396492688, 0.02275621, 0.01961954, 0.046719015, 0.0004411839, 0.00043383642]","[142.31978561893774, 0.3646704669680186, 0.42857142857142855, 13.03293356604948, 336, 165.51697579538126, 174.62576777361397, 195.99771799087463, 0.0, 2346.7220225951837, 0.018454576, 0.018777788, 0.02992518, 0.005469666, 9.007775e-05]","[2256.5361932864084, 8.089194856243836, 0.5, -75.17520304285318, 976, 200.4738956910673, 205.2672581380976, 323.9647527821155, 0.0, 7937.301484054239, 0.03638677, 0.035239335, 0.06702423, 0.006404487, 0.00028064998]","[872.3013414006676, 2.825846890377064, 0.4666666666666667, 36.24268910391196, 736, 164.5979525091303, 172.60850153728515, 217.47308447763714, 0.0, 2407.88052770626, 0.03982144, 0.039162405, 0.070731744, 0.008584917, 0.00029533618]","[0.0, 0.0, 0.3333333333333333, nan, 128, 0.0, 0.0, 0.0, 0.0, 0.0, 0.040851142, 0.041710723, 0.041710723, 0.035489295, 3.657322e-06]","[1887.9410342410101, 6.667008765557896, 0.5, -70.59214498201865, 992, 160.8659061920188, 156.46466200170096, 261.6255653005986, 0.0, 7179.67293261979, 0.038819645, 0.03966979, 0.07710703, 0.0043944498, 0.000619256]","[1613.569902030283, 4.027628724096587, 0.4761904761904763, -52.01074332197702, 1040, 128.06678238987266, 168.66611791365605, 195.99771799087463, 0.0, 6083.831219300177, 0.017823922, 0.020059986, 0.02971892, 0.0020253635, 6.5634864e-05]","[87.18493226727676, 0.24916324268298537, 0.42857142857142855, -8.836045406423366, 352, 97.01482652919799, 144.75685461709134, 162.92073075152206, 0.0, 5260.814800560988, 0.01916345, 0.024303056, 0.0291169, 0.0017018944, 0.00011309475]","[348.2584191925182, 0.9674425430439932, 0.4545454545454546, -27.939539308374904, 528, 135.17238908457713, 163.86452094349724, 177.66631669600923, 0.0, 4394.765502776422, 0.01804043, 0.01840201, 0.03373824, 0.0011655104, 0.00013514038]","[294.5350242631144, 0.3708527231689192, 0.4444444444444444, -44.36368130401327, 448, 158.93317792682734, 183.53053871564714, 267.74077300753, 0.0, 10834.019691984673, 0.017051335, 0.020617876, 0.029141597, 0.00060622115, 9.164744e-05]"
"[307.4072482763971, 0.15081802280893394, 0.5, -16.89119362055112, 576, 103.8145797733459, 112.57112811964524, 214.97519305553408, 0.0, 5946.875465422015, 0.005254253, 0.0057197604, 0.0068557044, 0.0024735983, 2.3453472e-06]","[0.0, 0.0, 0.5, nan, 704, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0017621071, 0.0013720042, 0.0032690123, 0.00067481946, 7.65344e-07]","[0.0, 0.0, 0.42857142857142855, nan, 320, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0059334184, 0.0042951466, 0.010067612, 0.0020541826, 1.1868334e-05]","[54.442902443211004, 0.030962543801994126, 0.4, -6.821373244204636, 208, 223.61500249088903, 248.37216905734886, 261.6255653005986, 0.0, 6307.309875376186, 0.0043017007, 0.005397338, 0.005728299, 0.0019236621, 2.1875717e-06]","[37.982392113559655, 0.04973939462263633, 0.5, -8.51729294029547, 256, 82.77868102588218, 0.0, 187.14677540918822, 0.0, 8236.508172247373, 0.013005636, 0.014943833, 0.016722454, 0.0034779073, 1.814018e-05]","[0.7956053077514944, 0.001060914536467532, 0.5, 0.20124145809621297, 64, 110.84354628571776, 163.86452094349724, 168.66611791365605, 0.0, 6146.988432174335, 0.013334684, 0.013334684, 0.013334684, 0.013334683, 1.445603e-19]","[266.460528393784, 0.5517863446885549, 0.5, -20.418154729452567, 511, 121.99751000822614, 127.45690561065621, 141.8307339283537, 0.0, 833.8972819130571, 0.013777229, 0.01453021, 0.02249038, 0.0010823585, 4.695896e-05]","[269.94184622555383, 0.12351495443957235, 0.5, -29.937819849369873, 800, 32.24058497787397, 0.0, 134.6458897635121, 0.0, 2678.1088233935343, 0.0036413167, 0.0039263926, 0.0051782876, 0.0006102435, 1.635768e-06]","[971.8423403879345, 1.3388342658353083, 0.47368421052631576, -24.137019435556013, 928, 105.23866502025953, 122.75968568932456, 184.9972113558172, 0.0, 3921.4276842619292, 0.007545652, 0.0045243273, 0.018955663, 0.0014734829, 3.296564e-05]",
"[124.02476104277085, 0.4068634886474046, 0.42857142857142855, 19.643009929955724, 336, 135.8527173048374, 184.470613225166, 200.5789474828077, 0.0, 7411.099365986859, 0.028877167, 0.034456063, 0.04117438, 0.0025750096, 0.00016784227]","[237.15514501687466, 1.1272418095398433, 0.5, 21.453325867856336, 400, 187.9312003294192, 218.1466519601081, 246.94165062806206, 0.0, 5515.1852928413, 0.03344567, 0.036761113, 0.05069266, 0.009730909, 0.00020390401]","[353.4471594399809, 0.7349092165388715, 0.4444444444444444, 30.053873112912385, 448, 203.83020545419205, 221.9597882696027, 258.62053938239393, 0.0, 3742.3645096171363, 0.021965867, 0.02373232, 0.028710622, 0.008900153, 3.854555e-05]","[378.91322014804166, 0.935594123858849, 0.4545454545454546, -34.28087328531272, 560, 144.63145585111246, 163.40898075811106, 223.84553226259095, 0.0, 5302.20041222006, 0.016151994, 0.017493853, 0.026492022, 0.0009885835, 7.339994e-05]",,,,,,
